"[File name]","[Size]","[Save date]"
"unzip.zip","1008 Byte","2008-06-30 22:46:18"
"updatedexoticawrappers.zip","17,46 KB","2008-06-30 22:20:59"
"updmem.zip","8,81 KB","2008-06-30 22:36:13"
"upload.gif","853 Byte","2008-07-01 01:03:43"
"urlmon.zip","3,18 KB","2008-06-30 22:28:17"
"use.htm","69,62 KB","2020-05-14 14:03:04"
"usercont.xml","4,02 KB","2018-03-02 05:53:12"
"usersort.zip","8,38 KB","2008-06-30 22:16:37"
"usingprinter.zip","3,08 KB","2008-06-30 22:40:26"
"utf8.zip","13,12 KB","2012-09-04 16:47:32"
"utf8b.zip","17,71 KB","2018-01-18 23:50:48"
"utf8_101.zip","2,50 KB","2012-05-11 07:17:36"
"utf8_dialogs.tgz","8,00 KB","2015-01-29 19:53:58"
"utf8_to_ascii.e","1,03 KB","2010-09-30 09:15:00"
"uti.htm","186,18 KB","2020-05-14 14:03:05"
"util.zip","5,20 KB","2008-06-30 22:41:52"
"utilities.tar.gz","295,39 KB","2008-06-30 22:22:09"
"utilities2.tar.gz","14,88 KB","2012-09-05 16:36:54"
"utility.zip","4,42 KB","2008-06-30 22:51:24"
"uuid.zip","3,99 KB","2008-06-30 21:17:52"
"v-font.zip","5,26 KB","2008-06-30 22:56:35"
"v20.htm","25,92 KB","2020-05-14 14:03:04"
"vale.zip","25,06 KB","2008-06-30 22:41:36"
"var11.zip","9,01 KB","2008-06-30 22:48:21"
"vc.zip","283,75 KB","2008-06-30 21:20:16"
"vcl_0.3.zip","46,54 KB","2013-03-06 21:38:05"
"vcl_0.5.zip","141,62 KB","2013-03-24 14:34:35"
"ve.zip","240,65 KB","2008-06-30 22:40:53"
"vector.zip","22,31 KB","2008-06-30 22:52:36"
"vectorlib.zip","50,33 KB","2008-06-30 22:21:43"
"veeditor.zip","166,72 KB","2008-06-30 22:50:54"
"veeu.rar","499,29 KB","2008-06-30 21:50:25"
"vega.zip","46,96 KB","2008-06-30 22:51:22"
"venus.zip","303,99 KB","2008-06-30 22:53:12"
"version.e","6,39 KB","2008-06-30 21:10:07"
"versionlib.zip","23,96 KB","2008-06-30 21:45:11"
"vesa.zip","21,57 KB","2008-06-30 22:06:03"
"vfe-100.zip","13,41 KB","2008-06-30 22:51:44"
"vgraph.zip","24,00 KB","2008-06-30 22:53:46"
"viewport.zip","5,78 KB","2008-06-30 22:54:57"
"vim-euphoria.zip","2,18 KB","2008-06-30 22:06:18"
"vim-sntx.zip","9,27 KB","2014-04-12 20:25:20"
"virtualprinter.zip","161,91 KB","2008-06-30 21:09:21"
"vowelplay.tar.gz","4,82 KB","2008-06-30 22:44:30"
"voxel.zip","21,55 KB","2008-06-30 22:49:55"
"vscreens.zip","225,77 KB","2008-06-30 22:52:14"
"vsign.gif","3,87 KB","2008-07-04 02:58:59"
"vt100w.zip","391,72 KB","2016-05-15 11:22:11"
"vt100_v0.1.9.zip","1131,94 KB","2015-11-12 19:34:45"
"v_coords.zip","1,58 KB","2008-06-30 22:57:40"
"w32-0555.zip","150,81 KB","2008-06-30 22:40:43"
"w32api20.zip","123,37 KB","2008-06-30 22:51:08"
"w32avi.zip","1,11 KB","2008-06-30 22:40:05"
"w32engin.zip","1781,28 KB","2011-06-01 03:11:42"
"w32engine2.zip","1339,42 KB","2011-05-08 05:42:31"
"w32engir.zip","515,77 KB","2008-06-30 22:17:12"
"w32errors.e","448,43 KB","2016-08-18 22:19:30"
"w32graphicscaling.zip","45,27 KB","2012-03-24 16:06:32"
"w32migrate.zip","1013 Byte","2008-06-30 21:45:19"
"warehouser.zip","599,76 KB","2008-06-30 21:08:22"
"wargame2.zip","448,19 KB","2008-06-30 22:30:05"
"watch-svr.zip","213,78 KB","2008-06-30 22:06:23"
"wavedit.zip","4,26 KB","2008-06-30 22:35:17"
"waveedit05.zip","259,39 KB","2008-06-30 22:32:17"
"wavelib.zip","3,57 KB","2008-06-30 22:32:18"
"wavinfo.zip","2,84 KB","2008-06-30 22:36:05"
"waxy.zip","9,00 KB","2008-06-30 21:19:30"
"wcal.zip","2,64 KB","2008-06-30 22:43:11"
"wconsole.zip","8,64 KB","2008-06-30 22:37:41"
"wdbmenu2.zip","14,36 KB","2008-06-30 22:51:13"
"wdemos.zip","13,71 KB","2008-06-30 22:46:47"
"wdemos2.zip","25,02 KB","2016-02-27 05:38:01"
"webbrowser.zip","177,06 KB","2008-06-30 22:38:37"
"webcam.zip","2,34 KB","2008-06-30 21:50:38"
"webpager.zip","179,39 KB","2008-06-30 22:42:48"
"webserv1.zip","95,50 KB","2008-06-30 22:35:23"
"webserve.zip","27,16 KB","2008-06-30 21:13:13"
"webshep.zip","42,81 KB","2008-06-30 22:54:11"
"webutils.zip","27,50 KB","2008-06-30 22:49:05"
"wec.zip","157,97 KB","2008-06-30 20:41:41"
"wee.zip","23,32 KB","2014-12-04 23:50:41"
"wee0.48m.tar.gz","5441,63 KB","2017-02-16 17:40:34"
"wee2.zip","22,00 KB","2014-11-27 19:32:54"
"wgtest.zip","64,85 KB","2008-06-30 22:53:52"
"what2do.htm","6,04 KB","2020-05-14 14:03:05"
"whatshouldido.zip","23,32 KB","2017-05-27 20:36:35"
"whereis.zip","5,19 KB","2008-06-30 22:46:35"
"whreplayer.zip","218,11 KB","2008-06-30 22:12:03"
"widgets.zip","96,04 KB","2008-06-30 22:24:30"
"widgets2.zip","23,99 KB","2015-07-08 18:46:32"
"wild.zip","1,29 KB","2008-06-30 22:46:11"
"wildcard.zip","5,93 KB","2008-06-30 21:14:41"
"win.htm","308,33 KB","2020-05-14 14:03:05"
"win.zip","13,49 KB","2008-06-30 22:55:29"
"win32.zip","115,46 KB","2008-06-30 22:46:46"
"win32dos1.gif","3,84 KB","2008-06-30 20:30:10"
"win32eru.zip","747,56 KB","2008-06-30 21:25:45"
"win32ext.zip","2,91 KB","2008-06-30 22:33:50"
"win32fil.zip","2,15 KB","2008-06-30 22:45:36"
"win32gfx.zip","198,88 KB","2008-06-30 22:48:38"
"win32ide.zip","427,26 KB","2008-06-30 22:47:02"
"win32ini.zip","1,79 KB","2008-06-30 22:54:20"
"win32lib-007001-gettime.diff","718 Byte","2008-06-30 20:55:08"
"win32lib.zip","254,79 KB","2008-06-30 22:49:15"
"win32lib4.zip","399,72 KB","2010-01-27 07:05:55"
"win32libex.zip","144,11 KB","2008-06-30 22:47:07"
"win32liblookup.zip","3,06 KB","2008-06-30 22:18:22"
"win32lib_0_70_1forw9x.diff","2,31 KB","2008-06-30 20:55:39"
"win32lib_eu4.zip","1812,93 KB","2014-10-18 17:36:39"
"win32lib_r2.zip","1837,92 KB","2014-11-02 18:49:12"
"win32lib_v3.1.4_2017-11-29.zip","2992,27 KB","2017-12-02 16:32:49"
"win32lib_wrap.zip","77,47 KB","2008-06-30 22:39:03"
"win3d.zip","92,35 KB","2024-12-10 14:29:45"
"win4dos.zip","185,29 KB","2008-06-30 22:24:35"
"winapi5.zip","86,06 KB","2008-06-30 22:41:21"
"winch20a.zip","142,42 KB","2008-06-30 20:52:12"
"winclass1006r2.zip","484,24 KB","2008-06-30 21:20:06"
"winclock3.zip","33,06 KB","2008-06-30 22:41:19"
"winconst.zip","43,61 KB","2008-06-30 22:52:05"
"windll.zip","114,85 KB","2008-06-30 22:22:59"
"windosru.e","1,11 KB","2008-06-30 21:21:34"
"window.zip","1,68 KB","2008-06-30 22:35:59"
"windows.zip","149,74 KB","2008-06-30 22:32:38"
"windows_v0.2.zip","560,02 KB","2016-01-10 19:43:18"
"windoz.zip","165,67 KB","2008-06-30 22:54:55"
"winflag.zip","126,63 KB","2008-06-30 22:48:12"
"winfnt2f.zip","22,45 KB","2008-06-30 22:41:23"
"wininstall.zip","120,02 KB","2008-06-30 22:37:28"
"winjoke.zip","3,10 KB","2008-06-30 22:08:16"
"winjoy.zip","1,38 KB","2008-06-30 22:35:58"
"winlibclock.zip","34,64 KB","2008-06-30 22:40:36"
"winlibsimple.zip","4,02 KB","2015-05-26 18:23:50"
"winlingua.zip","326,71 KB","2008-06-30 22:06:11"
"winman.zip","40,07 KB","2008-06-30 22:55:31"
"winmania.zip","340,85 KB","2008-06-30 20:45:17"
"winmxnap.zip","4,05 KB","2008-06-30 22:40:55"
"winprofilesource.zip","445,08 KB","2008-06-30 20:55:07"
"winstyles.zip","3,46 KB","2008-06-30 22:40:49"
"winsvc.zip","9,54 KB","2008-06-30 21:06:54"
"wintaskdialog.zip","75,98 KB","2013-06-28 14:41:15"
"wintaskingdemo01.zip","6,17 KB","2008-06-30 21:44:29"
"wintrace.zip","2,74 KB","2008-06-30 22:46:21"
"win_dir.zip","10,64 KB","2008-06-30 21:29:22"
"wipe.zip","40,65 KB","2008-10-23 19:56:50"
"wizcol.zip","18,81 KB","2008-06-30 22:48:51"
"wkhtml.zip","1065,39 KB","2013-07-13 17:50:27"
"wmatrix.zip","1,55 KB","2008-06-30 22:47:39"
"wml.zip","443,04 KB","2008-06-30 22:16:29"
"wmotor.zip","127,68 KB","2008-06-30 21:23:11"
"wordgame.zip","4,78 KB","2008-06-30 22:49:19"
"wordman.zip","41,18 KB","2008-06-30 22:56:52"
"words in italian language.zip","5,14 KB","2008-06-30 21:48:41"
"words.zip","1,04 KB","2008-06-30 22:41:31"
"worldflags.tar.gz","720,88 KB","2010-12-17 16:28:46"
"worm.zip","10,22 KB","2008-06-30 22:58:03"
"worm16.zip","459,20 KB","2008-06-30 22:50:06"
"worms.zip","2579,48 KB","2008-06-30 20:37:33"
"woxbad.zip","116,44 KB","2008-06-30 22:47:36"
"wpmtype.zip","646 Byte","2008-06-30 22:44:30"
"wrappers.zip","38,44 KB","2012-07-19 02:14:35"
"writer.zip","12,43 KB","2008-06-30 21:48:50"
"wwebdemo.zip","2,25 KB","2008-06-30 22:40:21"
"wxeditor_src-0.2.1.zip","3595,96 KB","2014-11-14 18:07:48"
"wxpetals.zip","28,74 KB","2008-06-30 21:45:25"
"wxsimple.ods","184,21 KB","2015-06-04 18:33:59"
"wx_compare_files.exw","11,13 KB","2015-05-22 17:55:45"
"x86cpuid.zip","53,35 KB","2015-12-04 01:40:53"
"xchat.zip","7,57 KB","2008-06-30 22:54:21"
"xcontrols.zip","64,47 KB","2024-12-22 07:11:14"
"xdir.zip","57,80 KB","2008-06-30 22:20:17"
"xfont.zip","104,18 KB","2008-06-30 22:53:26"
"xform.zip","157,93 KB","2008-06-30 22:39:07"
"xfractals.zip","2,21 KB","2008-06-30 22:57:54"
"xmas.zip","85,49 KB","2008-06-30 22:55:44"
"xml_parser.zip","53,49 KB","2013-08-31 16:13:18"
"xml_parser2.zip","37,34 KB","2014-03-16 16:38:06"
"xmm.zip","1,79 KB","2008-06-30 22:56:51"
"xmotor.zip","78,32 KB","2008-06-30 21:23:13"
"xosdeuphoria.tar.gz","145,41 KB","2012-01-02 22:15:09"
"xp3.zip","437,18 KB","2008-06-30 22:57:40"
"xpi.zip","4,04 KB","2008-06-30 22:54:56"
"xpm.zip","72,68 KB","2008-06-30 22:52:26"
"xpmiconlib.zip","867,60 KB","2008-06-30 22:34:46"
"xpmmer.zip","28,89 KB","2008-06-30 21:06:07"
"xprint.e","2,61 KB","2008-06-30 21:21:29"
"xprol.zip","16,50 KB","2008-06-30 22:55:26"
"xsave_pic.zip","16,07 KB","2008-06-30 22:56:23"
"xserial.zip","3,23 KB","2008-06-30 22:57:16"
"xsoundex.zip","147,40 KB","2008-06-30 22:57:00"
"xsplitter.zip","2,16 KB","2008-06-30 22:56:09"
"xstarwar.zip","63,41 KB","2008-06-30 21:50:30"
"xtasklib.zip","2,85 KB","2008-06-30 21:30:30"
"xtix.zip","14,42 KB","2008-06-30 22:50:16"
"xvm.zip","127,96 KB","2008-06-30 22:44:46"
"xwee47m.tar.bz2","4252,34 KB","2016-03-13 00:22:07"
"xwin.zip","8,50 KB","2008-06-30 22:57:48"
"xword.zip","2,95 KB","2008-06-30 22:35:19"
"yac.zip","354,03 KB","2008-07-20 22:58:43"
"yagl4eu.zip","1379,84 KB","2008-06-30 21:14:09"
"yahtzee.zip","7,14 KB","2008-06-30 21:24:09"
"zapox.exe","8136,19 KB","2013-06-08 01:14:53"
"zarg.zip","254,97 KB","2008-06-30 22:54:30"
"zclasses_oop.zip","10,04 KB","2008-06-30 22:10:21"
"zeitlin.zip","7,42 KB","2008-06-30 22:57:15"
"zimmer.zip","2,59 KB","2008-06-30 22:58:19"
"zip.zip","1,59 KB","2008-06-30 22:42:11"
"zipcodedb.zip","1704,25 KB","2008-06-30 22:10:13"
"zipcodes.tar.gz","993,34 KB","2010-01-20 09:16:11"
"zlib.zip","103,43 KB","2008-06-30 22:24:38"
"zloop.zip","23,68 KB","2008-06-30 22:45:39"
"zoom.zip","2,44 KB","2008-06-30 22:56:50"
"e31setup.exe","2128,00 KB","2008-07-03 14:43:40"
"eubsd31.tar","1231,80 KB","2008-07-03 14:42:40"
"euphor31.tar","1288,90 KB","2008-07-03 14:43:03"
"0131103628.gif","5,26 KB","2008-07-10 08:14:12"
"157231995x.jpg","7,57 KB","2008-07-10 08:14:27"
"address.gif","1,50 KB","2008-07-10 08:15:02"
"archive_r.htm","25,15 KB","2020-05-14 14:03:05"
"b00005mote.jpg","4,77 KB","2008-07-10 08:15:27"
"b00006ls9b.jpg","4,86 KB","2008-07-10 08:15:40"
"ball.gif","96 Byte","2008-07-10 08:16:08"
"ball1.gif","96 Byte","2008-07-10 08:15:52"
"ban_eu.gif","12,60 KB","2008-07-10 08:16:28"
"bind_r.htm","12,09 KB","2020-05-14 14:03:05"
"books_r.htm","15,97 KB","2020-05-14 14:03:05"
"botl.gif","91 Byte","2008-07-10 08:17:02"
"botr.gif","90 Byte","2008-07-10 08:17:13"
"cc_cards_paymentec.gif","2,76 KB","2008-07-10 08:17:25"
"cgi_r.htm","15,64 KB","2020-05-14 14:03:04"
"contract_r.htm","12,38 KB","2020-05-14 14:03:04"
"contrib_r.htm","58,55 KB","2020-05-14 14:03:05"
"cost1.gif","3,74 KB","2008-07-10 08:18:39"
"cover.jpg","5,23 KB","2008-07-10 08:19:04"
"c_r.htm","5,77 KB","2016-03-26 12:50:01"
"database_r.htm","46,19 KB","2020-05-14 14:03:04"
"dat_r.htm","53,67 KB","2020-05-14 14:03:04"
"doc_r.htm","71,22 KB","2020-05-14 14:03:05"
"dum.gif","85 Byte","2008-07-10 08:19:53"
"dum1.gif","87 Byte","2008-07-10 08:19:42"
"e2c_r.htm","38,04 KB","2020-05-14 14:03:05"
"ecoform_r.htm","4,84 KB","2020-05-14 14:03:05"
"economy_r.htm","23,05 KB","2020-05-14 14:03:06"
"edi_r.htm","78,53 KB","2020-05-14 14:03:05"
"ed_r.htm","23,52 KB","2016-04-03 21:25:42"
"eu23dosr.zip","210,13 KB","2008-10-13 12:12:57"
"eu23htmr.zip","242,19 KB","2008-10-13 12:13:18"
"eu23linr.zip","209,49 KB","2008-10-13 12:13:33"
"eu23winr.zip","211,25 KB","2008-10-13 12:13:47"
"euphoria.gif","11,29 KB","2008-07-10 08:20:39"
"fon_r.htm","24,41 KB","2020-05-14 14:03:05"
"gam_r.htm","167,93 KB","2020-05-14 14:03:04"
"gra_r.htm","138,02 KB","2020-05-14 14:03:05"
"happy.gif","142 Byte","2008-07-10 08:22:18"
"hotnew_r.htm","30,92 KB","2020-05-14 14:03:05"
"index_r.htm","39,36 KB","2020-05-14 14:03:04"
"installr.htm","7,22 KB","2020-05-14 14:03:05"
"install_r.htm","7,19 KB","2020-05-14 14:03:04"
"int_r.htm","89,25 KB","2020-05-14 14:03:06"
"lan_r.htm","126,03 KB","2020-05-14 14:03:04"
"library_r.htm","53,56 KB","2020-05-14 14:03:06"
"lib_a_b_r.htm","33,72 KB","2020-05-14 14:03:04"
"lib_c_d_r.htm","78,17 KB","2020-05-14 14:03:04"
"lib_e_g_r.htm","56,50 KB","2020-05-14 14:03:04"
"lib_h_o_r.htm","43,27 KB","2020-05-14 14:03:04"
"lib_p_r_r.htm","72,86 KB","2020-05-14 14:03:06"
"lib_r.htm","206,77 KB","2020-05-14 14:03:04"
"lib_s_t_r.htm","82,26 KB","2020-05-14 14:03:06"
"lib_u_z_r.htm","27,74 KB","2020-05-14 14:03:05"
"license_r.htm","1,51 KB","2020-05-14 14:03:05"
"linuxfreebsd1.gif","3,72 KB","2008-07-10 08:23:55"
"lin_r.htm","50,99 KB","2020-05-14 14:03:04"
"listserv_r.htm","16,53 KB","2020-05-14 14:03:05"
"mac_r.htm","40,97 KB","2020-05-14 14:03:04"
"manual_r.htm","22,71 KB","2020-05-14 14:03:05"
"mat_r.htm","95,61 KB","2020-05-14 14:03:04"
"mset.jpg","7,71 KB","2008-07-10 08:25:43"
"news_r.htm","69,93 KB","2020-05-14 14:03:04"
"othersit_r.htm","15,41 KB","2020-05-14 14:03:04"
"overview_r.htm","6,26 KB","2020-05-14 14:03:04"
"ozbook.jpg","10,73 KB","2008-07-10 08:26:52"
"pdm-search-go-btn.gif","237 Byte","2008-07-10 08:27:05"
"pdm-search-logo-126x32.gif","1,29 KB","2008-07-10 08:27:17"
"perform_r.htm","26,37 KB","2020-05-14 14:03:05"
"platform_r.htm","32,83 KB","2020-05-14 14:03:06"
"rds.gif","4,68 KB","2008-07-10 08:27:45"
"rds_r.htm","21,41 KB","2020-05-14 14:03:04"
"readme_r.htm","17,29 KB","2020-05-14 14:03:06"
"refman_1r.htm","29,71 KB","2020-05-14 14:03:04"
"refman_2r.htm","112,73 KB","2020-05-14 14:03:06"
"refman_3r.htm","26,06 KB","2020-05-14 14:03:05"
"refman_r.htm","7,51 KB","2020-05-14 14:03:05"
"reg_r.htm","24,75 KB","2020-05-14 14:03:04"
"relnoter.htm","157,82 KB","2020-05-14 14:03:06"
"rze.gif","2,21 KB","2008-11-21 17:31:54"
"sim_r.htm","124,77 KB","2020-05-14 14:03:05"
"sou_r.htm","42,42 KB","2020-05-14 14:03:04"
"taskingr.htm","18,78 KB","2020-05-14 14:03:04"
"tinybal1.gif","821 Byte","2008-07-10 08:30:49"
"topcr.gif","93 Byte","2008-08-31 17:12:08"
"topl.gif","817 Byte","2008-09-04 14:37:18"
"topr.gif","816 Byte","2008-09-04 14:37:29"
"top_r.htm","100,79 KB","2020-05-14 14:03:05"
"trouble_r.htm","27,48 KB","2020-05-14 14:03:04"
"upload.gif","853 Byte","2008-07-10 08:35:03"
"use_r.htm","57,80 KB","2020-05-14 14:03:05"
"uti_r.htm","151,52 KB","2020-05-14 14:03:05"
"v20_r.htm","28,26 KB","2020-05-14 14:03:05"
"vsign.gif","3,87 KB","2008-07-10 08:36:30"
"what2do_r.htm","6,99 KB","2020-05-14 14:03:05"
"win32dos1.gif","3,84 KB","2008-07-10 08:36:54"
"win_r.htm","253,56 KB","2020-05-14 14:03:05"

Total number of files  = 2167
Sum of file sizes = 704340227 Byte
